31/12/19,Ultimo,Abertura,Maxima,Minima
21/07/17,997.88,999.38,999.38,985.88
20/07/17,1009.38,1011.12,1013.38,1001.88
19/07/17,1012.88,999.62,1017.38,995.12
18/07/17,999.88,991.88,1004.62,984.38
17/07/17,989.62,998.12,1004.12,986
14/07/17,985.62,988.88,995.38,981.62
13/07/17,988.62,975.38,992,972.12
12/07/17,975.12,1014.88,1015.38,974.88
11/07/17,1020.62,1026.12,1031.12,1010.62
10/07/17,1029.38,1027.12,1032.62,1008.12
07/07/17,1024.88,1013.12,1029.38,1013.12
06/07/17,1001.12,985.12,1003.38,982.62
05/07/17,986.62,983.88,987.38,973.88
03/07/17,982.38,982.5,986.38,969.12
30/06/17,971.88,956.62,980.62,956.12
29/06/17,948.38,920.38,950.38,917.62
28/06/17,920.62,919.38,932.38,919.12
27/06/17,918.62,916.38,922.12,915.88
26/06/17,915.88,913.62,922.38,913.62
23/06/17,911.88,909.12,916.38,908.25
22/06/17,904.38,906.38,908.88,900.38
21/06/17,903.88,919.88,920.62,903.12
20/06/17,918.88,929.12,932.38,917.12
19/06/17,927.62,937.62,940.62,926.12
16/06/17,937.62,936.62,947.38,933.88
15/06/17,939.38,935.62,942.12,932.12
14/06/17,934.62,931.12,938.38,925.62
13/06/17,931.88,932.38,938.88,931.12
12/06/17,932.88,933.38,941.38,931.88
09/06/17,930.88,941.62,942.62,930.38
08/06/17,941.38,936.62,943.88,933.12
07/06/17,937.88,931.12,944.62,930.88
06/06/17,930.88,925.12,934.38,924.88
05/06/17,923.12,920.88,934.12,920.12
02/06/17,921.62,925.38,926.38,917.88
01/06/17,920.62,912.62,923.88,910.88
31/05/17,911.88,916.38,920.62,911.88
30/05/17,915.88,915.12,920.38,909.62
26/05/17,912.62,927.62,928.38,910.62
25/05/17,926.38,939.88,940.88,925.62
24/05/17,939.38,947.62,952.12,939.12
23/05/17,948.12,948.88,951.88,943.12
22/05/17,948.38,956.12,959.12,947.12
19/05/17,956.38,954.12,960.88,954.12
18/05/17,953.12,944.62,956.12,944.62
17/05/17,944.62,970.62,971.12,942.88
16/05/17,975.88,975.62,980.5,973.62
15/05/17,976.38,965.38,976.62,963.88
12/05/17,965.12,962.62,972.88,962.38
11/05/17,962.88,964.62,967.38,960.62
10/05/17,966.12,970.88,975.62,962.88
09/05/17,969.25,974.38,988.5,966.88
08/05/17,973.88,965.38,977.12,963.62
05/05/17,965.62,971.62,974.62,963.62
04/05/17,973.12,974.38,982.88,967.88
03/05/17,973.38,976.62,979.88,969.62
02/05/17,974.88,969.62,976.38,967.38
01/05/17,969.12,969.12,978.38,965.38
28/04/17,970.62,961.88,974.62,958.62
27/04/17,957.12,956.75,958.62,952.5
26/04/17,957.62,957.12,961.25,954.38
25/04/17,956.75,965.62,968.38,955.25
24/04/17,965.38,969.38,971.12,964.88
21/04/17,971.88,963.25,971.88,962.12
20/04/17,950.88,945.62,952.62,944.88
19/04/17,946.62,950.12,955.62,946.12
18/04/17,951.12,946.75,954.38,942.75
17/04/17,945.62,952.12,954.88,939.88
13/04/17,953.12,958.62,961.88,951.62
12/04/17,955.62,947.12,959.38,946.88
11/04/17,947.62,942.38,951.25,941.12
10/04/17,940.12,941.62,944.88,929.88
07/04/17,941.88,944.12,948.88,939.38
06/04/17,942.38,938.62,945.38,937.38
05/04/17,940.88,944.38,946.38,940.12
04/04/17,943.62,937.62,948.38,937.62
03/04/17,937.62,939.5,942.62,936.62
31/03/17,937.62,946.38,949.12,937.62
30/03/17,945.88,961.38,966.38,944.38
29/03/17,962.88,969.75,969.88,961.12
28/03/17,968.62,970.88,975.88,967.38
27/03/17,971.88,971.38,976.38,971.12
24/03/17,971.38,976.12,978.62,968.38
23/03/17,975.62,990.62,990.88,972.38
22/03/17,990.62,999.38,1001.88,990.62
21/03/17,999.38,1000.62,1003.12,994.12
20/03/17,1001.88,1000.38,1007.88,995.12
17/03/17,999.88,1003.62,1008.62,998.38
16/03/17,1000.12,1001.62,1004.38,994.38
15/03/17,1000.88,999.62,1006.62,995.88
14/03/17,997.88,998.62,1007.62,995.38
13/03/17,999.12,1006.5,1007.88,992.12
10/03/17,1006.12,1006.38,1010.12,1003.62
09/03/17,1006.62,1011.88,1012.75,1003.12
08/03/17,1010.88,1020.88,1022.62,1006.38
07/03/17,1021.88,1025.62,1027.62,1018.62
06/03/17,1025.88,1038.62,1041.62,1022.38
03/03/17,1037.38,1039.12,1048.38,1035.88
02/03/17,1036.88,1037.62,1040.88,1028.88
01/03/17,1036.62,1049.12,1050.88,1032.12
28/02/17,1051.38,1036.88,1051.88,1035.12
27/02/17,1036.38,1024.38,1056.12,1023.5
24/02/17,1021.88,1027.38,1028.88,1017.12
23/02/17,1013.9,1011.88,1016.12,1009.38
22/02/17,1013.7,1022.62,1026.9,1010.1
21/02/17,1022.9,1027.88,1031.62,1022.38
17/02/17,1026.7,1033.88,1044.4,1026.1
16/02/17,1034.9,1043.38,1046.12,1031.1
15/02/17,1043.7,1060.12,1062.62,1042.6
14/02/17,1061.1,1045.12,1061.4,1040.38
13/02/17,1045.4,1055.12,1055.9,1042.6
10/02/17,1055.6,1059.38,1061.62,1050.6
09/02/17,1058.1,1050.12,1063.4,1047.6
08/02/17,1050,1055.88,1061.4,1045.1
07/02/17,1058.4,1041.88,1059.62,1040
06/02/17,1041.6,1038.88,1043.12,1032.1
03/02/17,1037.6,1027.88,1042.38,1026.38
02/02/17,1026.6,1036.12,1044.12,1026.4
01/02/17,1036.4,1037.12,1041.62,1031.5
31/01/17,1037,1024.12,1037.4,1017.1
30/01/17,1024.6,1023.12,1026.62,1019.6
27/01/17,1022.6,1043.88,1043.88,1019.6
26/01/17,1049.4,1047.38,1051.9,1043.1
25/01/17,1048.4,1055.38,1058.62,1045.6
24/01/17,1056.5,1057.38,1059.9,1050.1
23/01/17,1058.9,1060.12,1068.12,1051.38
20/01/17,1059.9,1066.88,1069.4,1055.38
19/01/17,1067.4,1070.12,1071.12,1060.25
18/01/17,1069.6,1072.62,1077.12,1066.88
17/01/17,1074.1,1067.88,1079.9,1062.6
13/01/17,1067.6,1054.12,1075.25,1052.38
12/01/17,1044.2,1037.62,1052.62,1033.1
11/01/17,1039.6,1009.38,1041.12,1006.1
10/01/17,1010.1,1012.38,1016.4,1001.1
09/01/17,1013.2,1003.62,1014.9,997.38
06/01/17,1004.9,995.12,1005.9,993.6
05/01/17,995.4,1012.62,1014.62,993.6
04/01/17,1012.4,1013.38,1015.9,1007.6
03/01/17,1014.1,995.88,1015.5,992.75
30/12/16,996.4,1005.4,1011.62,994.6
29/12/16,1005.1,1013.12,1018.4,1002.6
28/12/16,1012.1,1016.12,1024.12,1011.38
27/12/16,1016.4,1023.88,1028.4,1011.38
23/12/16,1023.6,998.62,1024.62,998.38
22/12/16,989.88,995.75,996.88,987.88
21/12/16,994.62,1007.75,1008.25,993.62
20/12/16,1005.88,1006.88,1012.12,1005.12
19/12/16,1005.5,1023.12,1023.88,1004.12
16/12/16,1022.38,1031.88,1038.75,1020.62
15/12/16,1035.38,1029.75,1037.38,1023.12
14/12/16,1028.62,1023.88,1037.88,1018.38
13/12/16,1023.38,1027.38,1029.12,1020.88
12/12/16,1027.62,1031.38,1038.62,1025.62
09/12/16,1030.75,1040.75,1047.38,1026.62
08/12/16,1036.25,1025.62,1038.62,1021.38
07/12/16,1027.62,1047.38,1047.88,1023.62
06/12/16,1048.62,1047.88,1052.88,1040.12
05/12/16,1047.62,1043.12,1061.38,1039.38
02/12/16,1044,1030.12,1049.62,1027.88
01/12/16,1031.62,1033.62,1037.5,1026.62
30/11/16,1029.5,1034.88,1039.88,1022.38
29/11/16,1033.75,1044.12,1052.62,1031.62
28/11/16,1041.88,1053.62,1058.62,1039.38
25/11/16,1056.25,1044.38,1064.88,1042.88
23/11/16,1045.38,1032.62,1046.5,1030
22/11/16,1034.62,1029.25,1035.62,1017.38
21/11/16,1029.38,1020.38,1033.12,1016.5
18/11/16,1019,997.75,1019.75,997.62
17/11/16,993.12,988.25,996.62,982.38
16/11/16,990.12,986.88,993.62,981.12
15/11/16,985.38,994.12,997.62,982.88
14/11/16,988.88,987,989.88,978.62
11/11/16,984,988.12,989.38,975.62
10/11/16,986.75,1005.62,1017.88,977.12
09/11/16,997.12,992.38,1018.88,989.12
08/11/16,990.62,1009.5,1017.38,984.38
07/11/16,1012.12,999.12,1020.38,997.12
04/11/16,998.62,991.5,1001.62,990.12
03/11/16,990.38,989.75,994.62,984.12
02/11/16,989.62,986.12,993.88,985.62
01/11/16,986.25,991.88,995.38,983.38
31/10/16,993.12,1011.75,1015.88,991.75
28/10/16,1011.88,1013.62,1018.12,1006.5
27/10/16,1001.62,1012.75,1017.38,1000.62
26/10/16,1014.12,1008.25,1019.88,1002.75
25/10/16,1009.12,989.88,1010.88,989.5
24/10/16,990.88,990.25,996.88,981.38
21/10/16,992.38,981.88,999.62,979.88
20/10/16,981.62,977.38,983.88,974.5
19/10/16,975.62,980.5,989.62,973.5
18/10/16,980.62,971.62,981.62,971.12
17/10/16,972.12,977.38,986.88,971.62
14/10/16,977.12,961.62,978.5,961.25
13/10/16,961.62,955.12,974.12,952.12
12/10/16,956.25,946,959.38,937.38
11/10/16,945.62,952.75,971.12,943.38
10/10/16,954.62,953.38,960.62,951.88
07/10/16,954.88,955.12,964.12,950.12
06/10/16,957.25,958.5,973.12,955.62
05/10/16,958.38,957.62,959.62,947.38
04/10/16,957.38,963.88,967.62,950.62
03/10/16,963.12,971.5,971.88,960.38
30/09/16,973.62,952.75,974.88,946.62
29/09/16,955.25,949.38,958.38,943.5
28/09/16,950.62,948,957.12,946.12
27/09/16,945.62,952,955.38,944.75
26/09/16,952.12,947.62,953.12,934.12
23/09/16,945.12,952.25,960.12,943.88
22/09/16,955.88,975.5,976.12,952.75
21/09/16,976.88,974.75,983.12,970.38
20/09/16,975.12,988.38,990.12,971.62
19/09/16,989.88,974.38,993.88,971
16/09/16,970.88,970.88,981.12,966.12
15/09/16,967.62,949.12,968.75,945.62
14/09/16,951.12,943.62,952.88,941.38
13/09/16,942.62,943.75,947.88,940.62
12/09/16,944.88,962.88,970.88,942.62
09/09/16,965.12,977.12,989.25,959.12
08/09/16,981.38,976.88,983.12,971.88
07/09/16,976.38,977.5,983.12,970.38
06/09/16,974.88,959.38,977.88,958.12
02/09/16,959.88,954.38,963.75,946.62
01/09/16,951.38,946.12,955.38,946.12
31/08/16,944.62,943.88,948.38,937.12
30/08/16,941.88,952.12,955.62,938.12
26/08/16,949.38,964.62,968.5,946.62
25/08/16,990.5,997.38,1001.62,982.75
24/08/16,998.75,1026.88,1029,998.75
23/08/16,1030.88,1034.25,1036,1021.62
22/08/16,1034.12,1033.75,1036.75,1026.62
19/08/16,1034.25,1024.75,1041.12,1023.12
18/08/16,1026.5,1032.5,1034.88,1016.88
17/08/16,1033,1033.5,1034.62,1011.88
16/08/16,1030.12,1022,1030.88,1015.75
15/08/16,1019.38,1023.88,1028.38,1012.12
12/08/16,1024,999.88,1026.88,996.88
11/08/16,998,1001,1008.88,980.5
10/08/16,1001.88,999.88,1007.5,995.62
09/08/16,998.25,1006.25,1014.25,989.12
08/08/16,1005.38,1000.25,1014.88,993.5
05/08/16,1000.38,996.75,1002.25,987.75
04/08/16,987.75,976.38,994.75,975.62
03/08/16,974.38,973.38,984.75,968.38
02/08/16,973.5,974.75,985.62,969.25
01/08/16,970.5,976.5,986.38,961.62
29/07/16,979.88,1009.88,1017.5,976.88
28/07/16,1019.38,994.75,1022.88,984.38
27/07/16,992.5,1005.38,1010.38,988.5
26/07/16,999.25,984.38,1006.88,983.38
25/07/16,985.38,975,994.12,974
22/07/16,976.12,993.25,1002.38,973.75
21/07/16,1006.88,1035.25,1037,985.25
20/07/16,1032.38,1026,1042.38,1023.75
19/07/16,1026.62,1045.88,1056.12,1025
18/07/16,1043.62,1072.75,1078.62,1041.25
15/07/16,1078.88,1062.88,1082,1050.38
14/07/16,1074.12,1084.75,1097.12,1056.62
13/07/16,1082.88,1110.25,1140.75,1079.88
12/07/16,1122.38,1109,1134.5,1096.75
11/07/16,1101,1076.12,1101.88,1072.88
08/07/16,1076.88,1096.88,1100.75,1074.62
07/07/16,1082.38,1050.62,1084,1045.75
06/07/16,1051,1106,1117.12,1050.38
05/07/16,1098.38,1109.75,1114.38,1063.25
01/07/16,1108.38,1144.75,1144.75,1105.12
30/06/16,1164.12,1177.25,1178.5,1163.12
29/06/16,1174.25,1139.88,1181.12,1121
28/06/16,1139.62,1148.25,1151.62,1136.62
27/06/16,1146.12,1128.12,1161.62,1124.62
24/06/16,1128.75,1101.38,1135.62,1101.38
23/06/16,1100.62,1125.25,1131.5,1099.38
22/06/16,1124,1140.25,1142.5,1123.38
21/06/16,1137.12,1130.75,1146.88,1126.12
20/06/16,1132.62,1144.5,1151.75,1129.12
17/06/16,1144.38,1156.5,1156.75,1140.38
16/06/16,1159.25,1132.75,1159.25,1132.75
15/06/16,1134.88,1153.88,1159.88,1128.88
14/06/16,1156.38,1167,1177.88,1154.62
13/06/16,1169.12,1166.75,1176.12,1152.62
10/06/16,1168.88,1194.88,1198.25,1167.38
09/06/16,1179,1174.88,1207.75,1169.12
08/06/16,1176.62,1176.88,1184.75,1166.38
07/06/16,1178.12,1142,1189.12,1138.12
06/06/16,1142.5,1133.12,1148.62,1129.12
03/06/16,1136.62,1144.62,1161.88,1136.12
02/06/16,1131.75,1142.25,1168.12,1127.38
01/06/16,1144.12,1102.38,1144.5,1100.88
31/05/16,1098.62,1075.25,1098.88,1068.62
27/05/16,1077.88,1088.38,1096.12,1077.38
26/05/16,1085.88,1076,1090.62,1071.88
25/05/16,1080.62,1085.25,1097.88,1073.5
24/05/16,1084.5,1057.25,1087.88,1054.88
23/05/16,1055.12,1058.88,1069.62,1043.88
20/05/16,1059.38,1077.12,1079.12,1052.12
19/05/16,1075.75,1074.5,1087.38,1063.38
18/05/16,1070.62,1073.88,1074.62,1051.38
17/05/16,1075.5,1079.75,1087.88,1063.88
16/05/16,1079.88,1063.12,1085.62,1062.88
13/05/16,1065.12,1060.25,1071.62,1055.62
12/05/16,1064.88,1071.25,1075.38,1057.88
11/05/16,1070.38,1078.75,1089.62,1063
10/05/16,1077,1080.38,1090.62,1073.12
09/05/16,1084.62,1025.12,1090.62,1023.62
06/05/16,1026.62,1036.88,1043.62,1019.12
05/05/16,1032.88,1011.75,1033.62,1008.62
04/05/16,1011.88,1035.12,1047.38,1011.5
03/05/16,1033.88,1026.38,1045.62,1022.25
02/05/16,1029.88,1043.12,1057.12,1023.62
29/04/16,1043.38,1028.12,1043.38,1020.62
28/04/16,1029.88,1023.75,1037.88,1018.38
27/04/16,1027.62,1024.62,1046.12,1018.12
26/04/16,1028.88,1026.5,1029.62,1011.12
25/04/16,1027.88,1009,1027.88,1001.62
22/04/16,1010.88,994.62,1029.5,986.38
21/04/16,985.38,1016.5,1017,979.12
20/04/16,1020.12,1007.38,1034.62,1002.75
19/04/16,1010.12,980.62,1012.12,975.88
18/04/16,985.75,953.62,986.38,953.12
15/04/16,953.38,954.12,964.12,949.88
14/04/16,957.12,947.38,958.12,946.38
13/04/16,949.62,955.12,959.38,946.88
12/04/16,955.38,938.38,957.62,938.12
11/04/16,934.62,927.12,937.38,924.75
08/04/16,927.88,916.12,929.38,915.38
07/04/16,916.12,905.12,916.38,903.12
06/04/16,903.88,908.62,909.62,903.62
05/04/16,908.38,903.88,909.62,901.12
04/04/16,905.12,911.88,916.38,905.12
01/04/16,913.38,918.25,922.38,912.88
31/03/16,916.5,909.88,917.88,908.38
30/03/16,912.62,908.38,913.88,896.88
29/03/16,909.12,915.12,916.88,909.12
28/03/16,915.88,908.38,916.38,907.12
24/03/16,909.38,911.12,914.62,906.38
23/03/16,910.38,905.12,911.62,902.12
22/03/16,906.12,909.38,912.38,901.63
21/03/16,910.62,901.13,913.88,900.13
18/03/16,901.63,895.38,904.88,892.38
17/03/16,897.38,897.13,904.62,896.13
16/03/16,896.88,894.88,904.38,893.62
15/03/16,894.62,891.5,894.62,886.12
14/03/16,892.12,894.62,895.38,888.63
11/03/16,896.13,892.62,896.88,890.38
10/03/16,895.38,887.63,896.62,887.38
09/03/16,888.88,885.12,889.88,881.38
08/03/16,885.62,883.13,887.88,880.38
07/03/16,884.38,880.12,884.63,875.38
04/03/16,881.12,881.25,887.38,880.63
03/03/16,878.38,864.13,879.13,863.88
02/03/16,863.63,861.12,865.38,857.62
01/03/16,861.38,858.25,864.88,856.12
29/02/16,858.63,861.25,866.38,857.12
26/02/16,861.12,862.88,864.88,860.12
25/02/16,863.12,866.63,869.12,861.88
24/02/16,865.62,872.13,876.38,865.12
23/02/16,872.38,873.38,874.88,869.38
22/02/16,873.12,883.25,883.25,871.38
19/02/16,883.88,881.75,889.88,880.38
18/02/16,878.38,879.5,881.62,877.88
17/02/16,879.88,882,882.63,878.12
16/02/16,882.25,878.75,885.38,876.88
12/02/16,880.13,876.38,882.63,873.38
11/02/16,872.63,872.88,875.38,868.63
10/02/16,873.13,862.38,874.13,862.38
09/02/16,861.88,863.25,866.13,861.63
08/02/16,863.38,862.75,866.13,859.63
05/02/16,862.88,867.38,868.63,861.63
04/02/16,867.38,875.63,878.88,867.38
03/02/16,874.25,877.88,884.38,872.88
02/02/16,877.13,885.63,885.88,874.38
01/02/16,886.38,880.25,889.38,878.38
29/01/16,880.88,882.88,882.88,876.13
28/01/16,882.38,868.88,882.88,867.13
27/01/16,867.88,882.5,884.13,867.38
26/01/16,883.38,875.88,884.88,875.75
25/01/16,876.13,879.75,882.13,875.63
22/01/16,880.38,876.63,881.88,870.88
21/01/16,876.38,878.88,886.13,874.88
20/01/16,878.88,874.63,885.63,872.38
19/01/16,874.38,881.88,883.75,870.63
17/01/16,883.63,881,887.88,880.63
15/01/16,878.38,878.38,878.38,878.38
14/01/16,878.38,882.38,882.63,871.25
13/01/16,882.88,878.63,884.38,874.88
12/01/16,879.88,874.75,880.63,871.13
11/01/16,874.63,861.5,881,857.38
08/01/16,861.13,865.5,869.63,859.63
07/01/16,865.38,864.88,870.63,863.63
06/01/16,864.38,864.13,868.63,858.38
05/01/16,864.63,856.63,867.63,852.38
04/01/16,857.13,858.13,864.63,855.63
31/12/15,856.13,863.13,867.13,853.38
30/12/15,863.63,868.88,872.88,863.13
29/12/15,869.63,865.13,872.63,864.13
28/12/15,865.38,862.63,871.88,861.13
27/12/15,862.38,870.13,871.38,860.63
24/12/15,874.25,874.25,874.25,874.25
23/12/15,876.75,882.5,884.88,875.13
22/12/15,881.63,885.63,888.5,881.13
21/12/15,885.38,890.75,895.13,885.13
18/12/15,890.88,891.63,896.13,887.13
17/12/15,891.63,876.13,893.38,873.38
16/12/15,877.13,859.88,878,854.25
15/12/15,863.13,866.88,870.88,856.13
14/12/15,866.63,874.63,877.63,866.63
11/12/15,874.63,870.75,877.63,868.13
10/12/15,870.88,878,884.13,870.13
09/12/15,878.38,877,886.38,873.13
08/12/15,876.38,877.38,883.63,869.88
07/12/15,876.38,885.88,886.88,872.88
04/12/15,882.63,905.75,909.63,881.63
03/12/15,906.38,896.75,906.38,892.88
02/12/15,896.63,890.75,897.63,885.13
01/12/15,892.38,889,894.63,885
30/11/15,889.25,880.88,891.63,880.13
27/11/15,881.63,873.13,883.13,870.38
25/11/15,873.88,875.38,877.63,871.13
24/11/15,875.38,863,876.88,861.63
23/11/15,863.13,863.38,869.13,861.38
20/11/15,864.13,854.5,865.38,844.38
19/11/15,858.13,859.75,861.13,852.13
18/11/15,860.13,858,862.88,852.63
17/11/15,858.13,864.13,867.63,852.63
16/11/15,863.63,859.38,864.88,857.88
13/11/15,859.13,854.5,860.13,851.38
12/11/15,855.63,862.25,862.25,854.88
11/11/15,862.88,860.38,865.13,855.13
10/11/15,861.38,856.75,861.38,854.13
09/11/15,856.13,865.63,868.38,850.13
06/11/15,866.13,867.63,871.88,865.88
05/11/15,867.13,864.75,868.25,858.38
04/11/15,864.88,883.63,885.38,863.38
03/11/15,884.63,879.13,886.88,879.13
02/11/15,878.88,879.75,886.63,875.63
30/10/15,878.63,887.88,890.88,878.38
29/10/15,885.13,879.25,887.38,878.88
28/10/15,880.13,882.38,886.38,875.63
27/10/15,883.38,889.88,891.38,882.13
26/10/15,891.13,885.13,894.38,880.38
23/10/15,884.63,895.5,899.88,882.63
22/10/15,895.13,898.88,900.88,892.13
21/10/15,898.63,905,912.88,897.63
20/10/15,904.88,896,906.88,894.5
19/10/15,895.88,890.38,901.63,889.63
16/10/15,890.88,897.13,900.38,890.88
15/10/15,898.13,904.25,910.5,897.63
14/10/15,905.25,908.88,915.63,904.25
13/10/15,910.38,912,919.63,909.38
12/10/15,912.88,886.25,914.88,886.13
09/10/15,887.38,886.13,894.25,885.88
08/10/15,884.88,880.5,896.63,871.63
07/10/15,880.88,890.38,891.63,880.13
06/10/15,890.75,887.13,895.75,885.88
05/10/15,887.88,880.63,895.38,879.5
02/10/15,883.63,874.13,885.88,872.13
01/10/15,873.88,877.38,881.88,868.38
30/09/15,877.38,891.25,899.13,876.88
29/09/15,891.63,883.63,901.75,881.38
28/09/15,883.75,876.63,884.63,873.63
25/09/15,876.88,888.5,891.38,875.75
24/09/15,888.88,869.38,889.88,869.38
23/09/15,867.63,863.13,869.13,858.13
22/09/15,863.63,861.38,869.38,861.38
21/09/15,862.13,871.63,873.38,861.13
18/09/15,873.63,867.88,877.13,865.13
17/09/15,867.13,883.88,886.38,867.13
16/09/15,884.38,886.38,890.38,880.88
15/09/15,886.63,888.88,894.13,883.38
14/09/15,888.63,886.5,894.38,883.38
11/09/15,883.63,875.63,888.13,875.63
10/09/15,874.38,874.75,877.75,854.88
09/09/15,873.38,871.5,879.13,868.63
08/09/15,872.13,875.88,885.63,870.88
04/09/15,878.63,870.38,884.63,870.13
03/09/15,866.38,869.25,875.88,865.38
02/09/15,869.88,874.75,882.38,868.38
01/09/15,873.63,874.38,880.13,865.13
31/08/15,874.63,884.5,886.63,868.63
28/08/15,887.13,884.25,888.13,871.13
27/08/15,893,887.75,895.63,884.25
26/08/15,885,880.38,894.25,880
25/08/15,877.63,893.13,898.13,877
24/08/15,893.75,894.13,908.25,886.88
21/08/15,893.25,901.25,906.13,874.38
20/08/15,906.38,920.38,921,904.25
19/08/15,920.38,904.75,922.75,898.75
18/08/15,904,913.25,917,899.88
17/08/15,912.63,925,929.38,912.63
14/08/15,926.63,919,933.25,919
13/08/15,924.88,937.88,937.88,921.63
12/08/15,937.63,920.88,937.88,920.88
11/08/15,918.75,981.75,985,910.5
10/08/15,981.38,1004.5,1004.5,978.88
07/08/15,1009.13,979.38,1009.13,977.88
06/08/15,976.88,955.38,976.88,952.25
05/08/15,955.75,962.75,965,952.88
04/08/15,963.38,948.88,964.13,948.5
03/08/15,949.75,944.13,957,942.75
31/07/15,944.75,950.38,953.75,939.75
30/07/15,953.13,965.63,966.5,951.88
29/07/15,965,956.88,970.25,956.5
28/07/15,956.5,956.5,965.38,949.75
27/07/15,955,942.13,956,941.63
24/07/15,938,962.5,962.5,937.88
23/07/15,990.88,1010.5,1011.38,988.88
22/07/15,1010,1022,1028.88,1004.5
21/07/15,1023.13,1019.13,1027.38,1011.63
20/07/15,1019,1011.13,1019.88,1008.25
17/07/15,1008.75,1011,1012.63,998.25
16/07/15,1014.25,1017,1021.25,1007.63
15/07/15,1016.5,1027.5,1038.13,1015.25
14/07/15,1025.88,1030.88,1034.75,1014.38
13/07/15,1034,1039,1053.13,1031.25
10/07/15,1038.38,1030.25,1040.38,1021.38
09/07/15,1031.63,1026.25,1048,1022.25
08/07/15,1025.88,995.88,1033.63,995.75
07/07/15,994.75,995.25,1008.13,987.63
06/07/15,993.38,1021.38,1025.63,989.13
03/07/15,1021.88,1032,1032,1016.88
02/07/15,1037,1037,1037,1037
01/07/15,1037,1039.75,1047.13,1028.88
30/06/15,1040.63,1048,1054.75,1033.38
29/06/15,1048.25,993.88,1051.13,985.5
26/06/15,994.88,992,1007.88,990.25
25/06/15,999.63,998.88,1024.13,997.88
24/06/15,998.13,981,1002.5,980.25
23/06/15,981.88,987.5,990.38,979.13
22/06/15,986.88,989.63,995.88,978.13
19/06/15,989.25,972.63,989.88,971.63
18/06/15,971.13,976,981.38,966.63
17/06/15,976.75,967.75,981.63,962.13
16/06/15,966.63,957.88,971.88,957.88
15/06/15,958.25,939.5,958.63,938.88
12/06/15,938.5,939.88,943.63,930.38
11/06/15,939.5,939.75,946.88,933.38
10/06/15,941.13,948.38,952.88,938.13
09/06/15,949.38,951,957.38,944.63
08/06/15,950.5,946.88,954.88,943.38
05/06/15,944.88,938,950.88,935.38
04/06/15,938.63,944.75,951.88,935.38
03/06/15,946.38,933.63,948.63,932.38
02/06/15,935.38,941,945.63,931.63
01/06/15,940.38,926.38,944.38,925.38
29/05/15,926.63,931.63,934.88,921.63
28/05/15,934.38,926,937.38,924.88
27/05/15,926.5,926.5,934.13,922.13
26/05/15,927.13,922.25,931.63,922.13
22/05/15,922.13,923.63,930.38,920.63
21/05/15,924.88,937.75,942.38,923.13
20/05/15,938,941.38,946.13,937.38
19/05/15,940.88,946.75,947.38,936.63
18/05/15,946.38,953.25,955.88,942.13
15/05/15,954.88,953.38,964.13,950.13
14/05/15,952.75,958.25,961.13,950.38
13/05/15,957.63,958.25,962.13,953.13
12/05/15,957.38,956.63,962.63,954.63
11/05/15,956.38,973.13,981.38,955.13
08/05/15,974.13,976.38,981.88,972.38
07/05/15,975.13,974.5,978.38,969.38
06/05/15,974.88,983.63,984.63,972.63
05/05/15,982.88,984.38,990.38,978.63
04/05/15,985,975.75,986.63,974.38
01/05/15,977.13,964.38,978.63,962.88
30/04/15,964.75,977.5,978.88,961.88
29/04/15,977.13,987.88,994.88,972.63
28/04/15,988.63,977.38,988.88,972.88
27/04/15,977.5,972.63,987.88,972.38
24/04/15,973.88,967.63,979.63,965.88
23/04/15,969.13,979.13,980.88,966.88
22/04/15,977.88,971.5,982.88,971.5
21/04/15,971.13,973.88,976.38,965.38
20/04/15,974.75,975.88,976.88,968.88
17/04/15,977.38,968,980.88,968
16/04/15,967.63,965.25,972.38,963.25
15/04/15,964.88,964.25,970.13,955.88
14/04/15,965.13,959.38,976.38,958.88
13/04/15,960.13,948.88,961.38,948.63
10/04/15,948.63,948.5,957.38,946
09/04/15,951.88,953.88,958.38,944.75
08/04/15,954.63,971,972.13,950.75
07/04/15,972.13,971.38,974.88,967.88
06/04/15,971.63,978.38,983.88,970.13
02/04/15,978.88,985.38,990.13,978.13
01/04/15,984.75,988.13,992.63,981.13
31/03/15,989,972.75,991.63,972.75
30/03/15,972.63,966.63,980.13,958.13
27/03/15,969.13,966.88,976.38,965.13
26/03/15,967.5,973.75,976.38,965.13
25/03/15,974.5,977.13,981.38,972.13
24/03/15,978.75,983.25,987.38,978.13
23/03/15,982.38,983.5,984.75,975.88
20/03/15,982.63,974.88,989.88,973.38
19/03/15,972.75,961.25,979.88,960.13
18/03/15,962.25,970.63,979,956.63
17/03/15,964.13,954.38,966.63,953.63
16/03/15,955.88,967.5,973.13,953.88
13/03/15,969.25,972.63,977.75,967.5
12/03/15,974.75,990.38,994.13,972.63
11/03/15,991.63,991.63,997.13,985.13
10/03/15,993.13,982.75,997.38,982.63
09/03/15,984.13,992.63,993.88,983.13
06/03/15,993.25,988.38,998.88,986.38
05/03/15,985.38,985.25,988.13,976.88
04/03/15,985.88,995.13,997.88,985.13
03/03/15,995.63,1012.88,1014.25,993.38
02/03/15,1013.13,1014.13,1017.88,1002.13
27/02/15,1013.5,1030.13,1038.88,1011.38
26/02/15,1030.38,1025.88,1037.88,1022.13
25/02/15,1026.63,1010.5,1026.88,1008.88
24/02/15,1011.38,1017.88,1024.38,1004.88
